,Word,Relative Frequency,POS
124,action,0.6076112970307442,NN
125,active,7.629093387892803,JJ
126,activities,0.9981972060243971,NNS
127,activity,2.227193064867902,NN
128,acts,0.6956171996799906,VBZ
129,actually,2.1760963440671093,RB
130,ad,2.4557179824203543,NN
131,adapt,0.66309073523073,NN
132,adaptable,0.4755472228533326,JJ
133,add,1.9970963901303,JJ
134,addition,6.846179356627569,NN
135,additional,1.5268384547625424,JJ
136,address,2.372639648994531,NN
137,adds,0.678301254391101,VBZ
138,adjust,1.3897474105664793,RB
139,adjusted,1.0398394427023128,VBN
140,adjustment,0.37008672732245257,NN
141,adjusts,0.5867822182274121,VBZ
142,admission,0.4533206163328614,NN
143,admitted,1.2247083652583861,VBD
144,adopt,15.83681336991368,JJ
145,adoptable,2.496687719511213,JJ
146,adoptapet,0.5997320301453014,NN
147,adopted,13.490583214117098,VBN
148,adopter,4.30141892408723,NN
149,adopters,3.6917727556003883,NNS
150,adopting,8.822265503306978,VBG
151,adoption,31.44687338954515,NN
152,adoption_rescue,0.5997320301453014,NN
153,adoptioninformation,2.392761028381655,NN
154,adoptions,3.4793738902644455,NNS
155,adoptive,0.5750739829180673,VBP
156,adopts,0.7591741609123928,NNS
157,adorable,7.511030941097178,JJ
158,adore,1.2398997646983276,RB
159,adores,3.2553362141568267,VBZ
160,adr,0.9252021012277047,JJ
161,adult,5.104672497397072,NN
162,adulta,0.43245712934549396,NN
163,adults,4.976164601349621,NNS
164,advance,0.4972319648248194,JJ
165,adventure,1.350998788473099,NN
166,adventures,1.2202759904658271,VBZ
167,adventurous,0.7102651984520421,JJ
168,affection,3.5626017368073053,NN
169,affectionate,11.120102589864766,NN
170,afford,0.9213933200362656,NN
171,afraid,1.4296670932650215,JJ
172,age,6.451334932541251,NN
173,ages,0.8030643620985022,VBZ
174,aggression,0.7823216336069987,NN
175,aggressive,2.071784854139178,JJ
176,aggressively,0.4722855242282642,RB
177,agility,0.4902756013561441,NN
178,ago,1.2857789485359372,RB
179,agree,0.38906008127698877,JJ
180,ahead,0.6050446111627494,RB
181,aids,1.2117564121265834,NNS
182,ain,0.5625280087833174,VBP
183,air,1.500766223837481,NN
184,aka,0.7245295638287088,JJ
185,akc,0.3921578158862823,NN
186,alert,0.5222132102886686,NN
187,alike,1.021185572708083,RB
188,alive,4.32120858376354,JJ
189,aliverescue,4.797541567817363,NN
190,allaboutlabs,1.1832722336904267,NN
191,allergies,1.7803604418225996,NNS
192,allow,1.7164821289815173,VBP
193,allowed,1.8376427140757081,VBN
194,allows,1.0206307134628023,NNS
195,allpaws,0.36084036029615296,VBP
196,aloof,0.35391782771059455,JJ
197,alpha,0.9297370424028848,NN
198,alrcares,2.298332720784866,NNS
199,alright,0.3610202935141671,VBD
200,amazing,5.276710115361005,VBG
201,amazingly,0.5095357156847972,RB
202,amazon,2.6788517132592813,JJ
203,american,2.5548702499760054,JJ
204,anaplasmosis,0.7244628358409199,NN
205,anda,4.617674945081821,NN
206,angel,1.4908981093466254,NN
207,angels,0.7068493290185778,NNS
208,animal,8.726900170239443,JJ
209,animalcareleague,0.969355840408719,NN
210,animals,5.317107096691244,NNS
211,anne,0.9631386402631911,VBP
212,answer,3.7330025848073913,RB
213,answered,4.5258837116290245,JJ
214,answers,2.5579400617616423,NNS
215,antics,1.1379063384159165,NNS
216,antlers,0.4272476164012937,NNS
217,antonio,3.0362274706024186,VBP
218,anxiety,2.5930058752666967,NN
219,anxious,0.42858069935362364,JJ
220,anymore,0.7008177465507253,RB
221,aol,3.228424261412921,JJ
222,apa,3.2077336431027232,JJ
223,apart,1.0204385142714947,RB
224,apartment,3.4891041762196093,NN
225,apollo,0.8809037235966064,JJ
226,apologize,1.2374132357012397,VB
227,apparent,0.42890891367477224,JJ
228,appears,1.059008934848514,VBZ
229,appetite,0.8566238778132271,JJ
230,application,27.423553729741577,NN
231,applications,5.708176332425015,NNS
232,apply,7.00403455513179,VBP
233,applying,0.5291178474429186,VBG
234,appreciate,1.5994016842155483,NN
235,appreciated,0.4288971983998238,VBN
236,appreciates,0.8227607327383881,VBZ
237,appreciation,0.8691358452385447,NN
238,approach,0.8323838360763138,NN
239,approached,1.080180582112823,VBD
240,appropiate,0.25936578313233183,JJ
241,appropriate,2.067137125205457,JJ
242,approval,2.606807472875617,NN
243,approved,4.286892155554043,VBD
244,approximately,2.301685655525228,RB
245,april,1.430536541493424,JJ
246,aprilgoldberg22,0.4343182926653221,JJ
247,area,5.419105865427006,NN
248,aren,1.2975249515568301,NNS
249,arena,0.40811461261743,VBP
250,arm,0.4971659894114083,NN
251,arms,2.0227938670737653,NNS
252,arrange,1.7949829599673248,NN
253,arrival,0.8722595490231269,JJ
254,arrive,0.5392815670653771,JJ
255,arrived,3.775265539452797,VBN
256,arrives,1.7448251649099495,NNS
257,arriving,0.9578902161635326,VBG
258,ask,3.178754633499695,NN
259,asked,1.1538534989561062,VBD
260,asking,1.8069306878424425,VBG
261,asks,0.5295906469226415,NNS
262,asleep,0.5884446222150914,JJ
263,asp,0.5982301408029898,NN
264,asr,0.49963880838334607,NN
265,assess,1.1026452376646658,NN
266,assessor,0.9882223493464224,NN
267,assistance,0.3593979030716034,NN
268,assistant,0.3951133952185325,NN
269,assisting,0.4533206163328614,VBG
270,assure,0.9311489768295955,NN
271,athletic,0.5455313604589045,JJ
272,attach,2.429646934128134,NN
273,attached,1.2806831788831448,VBD
274,attend,0.4889313403409216,JJ
275,attention,10.427554999838614,NN
276,attitude,0.7170326632105812,NN
277,august,1.2585502214398772,JJ
278,austin,6.730024377426902,NN
279,austindog,4.595234045648251,NN
280,austinpetsalive,1.204573019325564,JJ
281,austinsiameserescue,2.1024221601428508,NN
282,availability,1.8975208376489665,NN
283,available,8.157461907375907,JJ
284,ave,0.9507962219112224,JJ
285,average,0.8349140219399859,NN
286,awaiting,2.779557388499423,VBG
287,aware,0.8456522770653864,JJ
288,away,3.9742591883224416,RB
289,awesome,2.5763400112799957,JJ
290,babies,3.007974527630749,NNS
291,baby,5.096929456779389,VBP
292,backyard,1.4207736176176486,RB
293,bad,1.609448489222911,JJ
294,badly,0.6100024666618317,RB
295,bag,1.2032050267115326,JJ
296,bailey,1.9149465410270392,NN
297,balance,0.5150729935056724,NN
298,balanced,0.7436252189405704,VBD
299,ball,3.8274553511118254,JJ
300,balls,2.8007784389942993,NNS
301,barbara,0.6886535784531731,VBP
302,barely,0.5254474659551588,RB
303,bark,1.5174944813662419,JJ
304,barker,0.9772575789638039,NN
305,barking,0.6166203772130882,VBG
306,barks,1.07435754401964,NNS
307,barn,0.8257445817695662,VBP
308,baseboards,0.1619896848750703,NNS
309,based,2.9307259536193957,VBN
310,basic,2.2152339186085186,JJ
311,basically,0.9686308927693342,RB
312,basking,0.43711631397330525,VBG
313,bath,0.9476682677007928,NN
314,bathroom,1.8339948858346775,NN
315,baths,0.9032891615230622,NNS
316,batting,0.42247839183074987,VBG
317,beagle,2.6729154029395543,NN
318,beagles,0.9949493955176819,NNS
319,bear,2.1871595703133293,VBP
320,beautiful,10.011610352803265,JJ
321,beautifully,1.3501999006738354,RB
322,beauty,2.417795368766298,NN
323,bed,5.884535032360548,VBD
324,beds,0.6108023940997562,NNS
325,bedtime,0.4484738773613296,JJ
326,beg,0.38955425963222656,NN
327,began,0.4508215368848193,VBD
328,begging,0.3509752519924309,VBG
329,beginner,0.8204870800981638,NN
330,beginning,1.237835851797788,VBG
331,begins,0.5351347234456074,NNS
332,behaved,2.5965990117057127,VBD
333,behavior,3.8850231354343197,JJ
334,behavioral,1.2739542931186998,JJ
335,behaviorally,2.1123526771253553,RB
336,behaviors,0.44121122898801746,NNS
337,belief,0.3076840630102117,VBP
338,believe,2.9194272499618705,VBP
339,bell,0.5408111942990036,NN
340,bella,0.8629197032493028,NN
341,belly,5.3448465377056555,RB
342,beloved,0.7098410656925708,VBN
343,benefit,1.968425713156208,NN
344,benefits,2.374489275072933,NNS
345,benny,1.1783786859868077,VBP
346,best,15.081711355163243,JJS
347,bet,0.6876360530822702,RB
348,better,5.016551336928382,JJR
349,bff,1.0748294163503418,NN
350,bi,0.6717423674284587,NN
351,bideawee,3.593848395119933,NN
352,big,9.295453388777425,JJ
353,bigger,1.1718444845087386,JJR
354,biggest,1.2209485791210986,JJS
355,bio,0.8423245831465204,NN
356,bird,1.1956292446710044,NN
357,birds,1.509583100236372,NNS
358,birth,0.9454836802645497,NN
359,biscuits,1.6267603852584906,NNS
360,bit,8.826770997968667,VBP
361,bite,1.1607885220905299,JJ
362,bites,0.8942321062716896,NNS
363,black,6.850500630337285,JJ
364,blame,0.6421271092181713,NN
365,blanket,1.3460591893581282,NN
366,blankets,1.0320644885982155,NNS
367,blast,0.8187205379386912,VBP
368,blend,0.3130977521816174,JJ
369,blind,2.1298974162346838,NN
370,block,0.728178149783099,NN
371,blonde,0.43135034079999257,NN
372,blood,0.5594735568497567,NN
373,blossom,1.1027567025290312,NN
374,blossomed,0.4515792404638977,VBD
375,blue,2.479669434288101,JJ
376,boarded,0.35558968799770846,VBD
377,boarding,1.088047858968632,VBG
378,bob,1.5668031609058395,NN
379,body,2.3107604436444724,NN
380,bond,1.0546769123342075,NN
381,bonded,7.0370089169773005,VBD
382,bone,1.2295312210181453,NN
383,bones,1.1356968896751287,NNS
384,book,0.7731159312711376,NN
385,books,0.4533206163328614,NNS
386,boostered,0.3617532598883,VBD
387,bordatella,0.31669398776227814,NN
388,border,0.6638766280797479,NN
389,bordetella,2.593327891899188,NN
390,bored,0.6089178037257399,VBD
391,born,6.978760526770953,JJ
392,boss,1.0150807783253348,IN
393,boston,0.6281592857226536,NN
394,bother,0.5666619716891983,NN
395,bothered,0.5781654639005225,VBD
396,bottle,0.6710355518999938,JJ
397,bounce,0.41467464572724083,NN
398,bouncing,0.3536556358855153,VBG
399,bouncy,0.3974297471258831,NN
400,bound,0.6762018466038265,NN
401,boundaries,0.4643647252631061,NNS
402,bowl,1.2907741497272918,VBP
403,bowwowrevolution,1.5657926337793386,NN
404,box,4.332155275028293,NN
405,boxer,2.1002827453139328,NN
406,boxers,0.7287757878875838,NNS
407,boy,15.170210434584472,VBP
408,boys,3.939217792839565,NNS
409,brand,0.5346091122617407,NN
410,brave,1.3199463931035975,VBP
411,break,0.817662197908273,VBN
412,breaks,0.63005226315134,NNS
413,breed,3.8738260829846136,VBD
414,breeder,0.6199306049083345,JJR
415,breeding,0.8637917127616952,NN
416,breeds,1.125519163662804,NNS
417,brief,0.3981637766309344,JJ
418,bright,0.5435749145268314,JJ
419,brighten,0.39670518689206874,NNS
420,brindle,1.246479602357255,VBP
421,bring,1.9895866176955284,VBG
422,bringing,0.363031489149766,VBG
423,brisk,0.34422393735167084,JJ
424,brodie,1.7353790064516357,NN
425,broken,1.5045819951530846,VBN
426,brooklyn,1.8271315776591803,NN
427,brother,8.227911247566198,NN
428,brothers,2.8100839465375596,NNS
429,brought,3.3730582465502783,VBD
430,brown,2.888789862156964,RP
431,brush,0.38217942982012537,NN
432,brushed,1.731391787305313,VBN
433,bubble,0.29891967672082576,JJ
434,bubbles,1.0659811867776323,NNS
435,bucktown,1.1510453011060813,IN
436,buddies,0.7031920256270355,NNS
437,buddy,6.032148966052484,VBP
438,buds,0.34217117755083726,JJ
439,buff,0.4885766376704258,NN
440,bug,3.9844625677375833,NN
441,build,1.1392246636264598,NN
442,building,0.8117183687575824,NN
443,built,0.2895049266689625,VBN
444,bull,2.5348989631841237,NN
445,bulldog,0.47133397500573415,NN
446,bullied,0.5668600888804419,VBD
447,bully,1.0358516881290865,RB
448,bumps,0.6959741002519497,JJ
449,bunch,0.5483682796071024,NN
450,bundle,0.8003266034890952,NN
451,bunny,1.153170254338606,JJ
452,burn,0.6303963160069914,JJ
453,bury,0.3114903135385071,NN
454,business,0.9856635492505632,NN
455,busy,1.4043840799619922,JJ
456,butt,1.2577178976870123,NN
457,butter,1.8507281443444057,NN
458,button,0.7680553752882402,NN
459,butts,1.9213784009285408,NN
460,cacc,1.283963530776354,NN
461,caccdonations1,2.392761028381655,NN
462,cafe,1.2807633252486073,JJ
463,cage,3.0895957277392125,NN
464,calico,1.6220741114163613,NN
465,called,2.270507625745887,VBN
466,calm,5.660173125912965,JJ
467,calmer,0.7669264236698515,NN
468,calmly,1.1224671480256294,NN
469,calms,0.46533953071283574,NNS
470,came,10.452590749521114,VBD
471,camera,0.6103300783329273,NN
472,cana,0.6788357923342428,NN
473,cancer,0.7058000925251372,NN
474,candidate,0.6218406571420445,NN
475,candy,0.5206495785256406,NN
476,canine,4.468318720850476,NN
477,caninemanager,0.851728741565071,NN
478,canines,0.5018083282197062,NNS
479,canned,1.2727923795137999,VBD
480,car,2.586109227789727,NN
481,cardboard,0.3568420631822351,NN
482,care,12.713816775535859,NN
483,cared,0.7929446533614928,VBN
484,carefully,2.8637980771043745,RB
485,caretaker,2.321655707063805,VB
486,caring,2.104627625782286,VBG
487,carmine,0.689105371895456,JJ
488,carried,0.7249232883861927,VBN
489,carrier,0.6622875987473036,NN
490,carries,0.7800461222732532,VBZ
491,carry,0.8689813146685302,VBP
492,carrying,0.425214323671472,VBG
493,case,1.49339905584632,NN
494,cases,1.555680464476968,NNS
495,castle,0.693723515925811,VBP
496,cat,36.31974956215005,JJ
497,catch,1.6237224284351695,NN
498,catching,0.5443815037023407,VBG
499,catladychicago,4.626985959652997,JJ
500,catnip,0.6488852860454555,NN
501,cats,25.715220849053484,NNS
502,cats_angels,0.42679164772442646,VBP
503,cattery,1.1219106539386305,NN
504,caught,1.0176655232494078,NN
505,cause,0.6814156544835777,NN
506,caused,1.1397480925519146,VBD
507,causes,0.4031562582569988,NNS
508,causing,0.4049027631516473,VBG
509,caution,0.4769890165626991,NN
510,cautious,1.3363340329339866,JJ
511,ccr,0.8460234320736362,NN
512,ccra,1.1026452376646658,NN
513,cedar,1.9896434453828618,NN
514,cell,0.2655806891341138,NN
515,center,2.13459285403634,NN
516,cerebellar,0.6150054979786099,NN
517,certain,1.4445116645364386,JJ
518,certainly,1.1705217074254963,RB
519,cgc,0.7843156317725646,VBP
520,ch,0.7278278806784344,NNS
521,chair,0.8226268320265183,VBP
522,chairs,0.40368823460878456,NNS
523,challenge,0.6235249185780024,NN
524,challenges,0.2263555416528542,VBZ
525,champ,0.40610223592878736,VBP
526,champagne,0.9174645505893458,NN
527,chance,4.970545420765452,NN
528,change,0.6056560453184805,NN
529,character,1.1128609356799675,NN
530,charge,0.3851956964168516,NN
531,charlie,1.9885665458351711,JJ
532,charm,2.108935942144488,NN
533,charmed,0.471124323360327,VBD
534,charmer,0.44975865129383896,JJ
535,charming,1.0686311367297758,VBG
536,chase,3.5059707352845315,NN
537,chases,0.5407104896064028,NNS
538,chasing,2.297803939830033,VBG
539,chat,0.42346595915685037,RB
540,chatty,0.9717635214737004,JJ
541,check,6.2121823210686475,NN
542,checked,0.8944234377019196,VBD
543,cheek,1.0944315788197962,JJ
544,cheerful,0.46423082690996886,JJ
545,chest,1.7173361997682186,NN
546,chew,1.6710602081970611,NN
547,chewing,0.6279554813569407,VBG
548,chews,0.5651830091792935,NNS
549,chi,0.9620704269773872,NNS
550,chicago,10.080814212352045,VBP
551,chicagocatrescue,4.267069840708295,NN
552,chicken,0.5517197562887788,NN
553,chickens,1.07606988907777,NNS
554,chief,0.44988467452666064,JJ
555,chihuahua,2.481835993184307,JJ
556,child,1.1722623831971817,NN
557,children,13.187044844548982,NNS
558,chill,2.7000549997245273,VBP
559,chilling,0.34917348709570406,VBG
560,chin,2.9670778092796812,JJ
561,china,1.5143141949752226,NNS
562,chip,1.128625087551132,NN
563,chipped,2.2226679688588127,VBD
564,chirping,0.4410867979000508,VBG
565,chocolate,4.062494841782752,NN
566,choice,0.7790296452564073,NN
567,choose,0.6008166227547419,VBP
568,chosen,0.5499589286510883,VBN
569,chubby,0.49507067011463163,NN
570,cindy,5.491820865915531,NN
571,circle,0.6340598719925024,NN
572,circles,1.1432547664933284,NNS
573,circumstances,0.36800930497197526,NNS
574,citizen,0.5784558843308018,VBP
575,citizenship,0.4299656008111081,JJ
576,city,5.273369532012706,NN
577,claim,0.45069155388856513,NN
578,classes,0.7142275230118991,NNS
579,classic,0.6045355697868662,JJ
580,classiccanines,0.5002028789499162,NNS
581,claws,1.3775455088248485,NNS
582,clean,1.4513971154145766,VBP
583,clear,1.31392003654709,JJ
584,clearly,1.4284682381026537,RB
585,click,3.290442918445105,JJ
586,clifford,2.848393312053175,NN
587,climb,1.3239535740537454,NN
588,climbing,1.028175875036267,VBG
589,clinic,0.6932551153821054,JJ
590,close,3.4974460789057216,RB
591,closely,0.6080904467189948,RB
592,closer,0.8089376459692748,RBR
593,clown,0.42243376261466187,JJ
594,coast,0.33774412267016024,NN
595,coat,4.5758125809589005,NN
596,cocker,0.913746300906058,NN
597,coexist,0.3857742654065832,NN
598,cold,1.1132405174583555,VBD
599,collapse,0.34624433602476157,NN
600,collar,1.2394282023643863,NN
601,collie,0.6671139985843333,NN
602,colony,0.8294868375628395,NN
603,color,1.6742846219978063,NN
604,colored,1.0452017661491155,VBD
605,coloring,0.6207793155740926,VBG
606,colors,0.3661986123513843,NNS
607,com,26.10738464680183,VBP
608,combination,0.275231621364866,NN
609,come,12.806406969577903,VBN
610,comes,3.6150195618295564,VBZ
611,comfort,0.7854633539148872,NN
612,comfortable,4.167932941175354,JJ
613,comfy,0.9221753747521607,NN
614,coming,5.737565037415173,VBG
615,command,0.9932476593147178,NN
616,commands,3.497442613215363,NNS
617,commit,0.5995566620934861,VBP
618,committed,1.4788047905354975,JJ
619,common,2.165749839918622,JJ
620,community,1.2810955905853656,NN
621,companion,7.674762423054232,NN
622,companions,0.9194852452652426,NNS
623,companionship,2.1465268271176545,VBP
624,company,5.359086221812324,NN
625,complete,9.202453667703056,JJ
626,completed,3.335637640840461,VBD
627,completely,1.835823493763841,RB
628,completing,0.46427720510075443,VBG
629,composition,1.847034560128112,NN
630,computer,1.0911702302016166,NN
631,concerned,2.6626475585230978,VBD
632,condemned,0.32995052741227027,JJ
633,condition,2.3400046363162805,NN
634,condo,0.7155922434639047,NN
635,confidence,2.3448647876841906,NN
636,confident,3.1833950342064266,NN
637,confused,0.5484792431168889,VBD
638,connection,0.17774993268147685,NN
639,consider,3.66639644049762,NN
640,consideration,2.481674502826302,NN
641,considered,0.9455834656538661,VBN
642,consistent,0.5399186195398354,JJ
643,constant,1.1456715098448642,JJ
644,constantly,1.0147304869270874,NN
645,contact,20.1412590512183,NN
646,contacted,1.4689017627612435,VBD
647,contagious,0.6241147584995574,JJ
648,contain,0.5726127640508002,NN
649,content,2.238039001792454,NN
650,continue,5.478667378954443,VBP
651,continued,0.5307268778253215,VBN
652,continues,0.7745427465763652,VBZ
653,contribute,2.0082808500742955,VB
654,control,4.671036032553931,NN
655,convenient,0.9426959290717822,JJ
656,conversations,0.547443974044198,NNS
657,convinced,0.36674964733924886,VBD
658,cookie,1.3624495363084135,JJ
659,cool,1.3200617047486651,JJ
660,coonhound,0.687341189382381,NN
661,cordelia,0.8752296078359334,NN
662,cords,0.4150632220752072,NNS
663,corner,0.5798390650133762,VBP
664,coronavirus,0.5809983683918293,JJ
665,correct,1.0211680480749667,NN
666,corrected,0.5758167636623533,VBD
667,cost,1.2941767001439624,NN
668,couch,5.644699847704996,JJ
669,couldn,1.9359683328795891,NN
670,couldna,0.5464000662319674,NN
671,count,0.42205469290343534,NN
672,counter,0.5471060851179055,JJ
673,country,0.8427616798256035,NN
674,county,0.7916955057055713,NN
675,couple,2.6894216970449114,NN
676,coupon,0.744380887272474,NN
677,course,2.031595978138443,NN
678,courtesy,3.59089548735192,NN
679,cover,2.63577857048424,NN
680,covered,0.4551047738203926,VBD
681,covers,1.146440504682012,NNS
682,cozy,1.514182654461368,VBP
683,cracking,0.3640129281451742,VBG
684,crate,8.612168785363192,NN
685,crated,1.0401011565800236,VBD
686,craves,0.6640994885275865,NNS
687,crawl,0.710232300731641,VBP
688,crazy,1.2881065280959,JJ
689,cream,0.6321670679705383,NN
690,creatures,0.3634385985270621,NNS
691,crime,0.6843740362935437,NN
692,crinkle,0.7100108676792799,NN
693,crisp,1.851929877370565,NN
694,crossed,0.578440441579201,VBD
695,cruelty,0.6914892773464605,NN
696,csra,1.9173775229479826,NN
697,ct,0.676632320838443,NN
698,ctdr,3.349361062495768,NN
699,cuddle,9.135889562023397,NN
700,cuddled,1.7938716992213888,VBD
701,cuddler,1.5520282382530322,NN
702,cuddles,2.4285882544794366,NNS
703,cuddling,2.543228992653395,VBG
704,cuddly,3.0157599229554823,RB
705,cues,0.501207178084905,NNS
706,curiosity,0.5330197964820704,VBP
707,curious,4.764693454030295,JJ
708,curl,1.7337895447201381,NN
709,curling,0.6822770189385665,VBG
710,curls,0.438703506815583,NNS
711,current,7.304141659195399,JJ
712,currently,6.547384375251709,RB
713,cushions,0.33336258067437274,NNS
714,cute,7.760309349129583,VBP
715,cuteness,0.8333995743929806,JJ
716,cutest,1.699496573732172,NN
717,cutie,2.267044782662756,NN
718,cuties,0.8334969252991979,NNS
719,dachshund,0.9205799540803496,VBP
720,dad,2.6394806800305464,JJ
721,daily,2.737133809154443,JJ
722,dainty,0.5105009438165646,NN
723,daisy,3.405017445034398,NN
724,dance,0.8926859119430584,NN
725,dane,1.0469345308028712,NN
726,danes,0.42739630195451234,NNS
727,dark,1.1557402011059574,JJ
728,darla,1.564060618294457,NN
729,darling,1.781304311347916,VBG
730,darn,0.7194001260167562,JJ
731,date,12.908376056001355,NN
732,day,7.682491229429484,NN
733,daycare,0.563940205835452,VB
734,days,5.828623861573824,NNS
735,deaf,1.2172465643714205,VB
736,deal,0.789615047066503,JJ
737,dean,0.8075346574681378,JJ
738,dear,0.4156399666743976,NN
739,death,0.6976890853050033,NN
740,december,0.5883080836152992,NN
741,decent,0.22481735909326464,JJ
742,decide,4.858145974454914,NN
743,decided,0.9720362015443064,VBD
744,decision,0.7129438692720312,NN
745,decisions,0.9252021012277047,NNS
746,declawed,1.515316556915964,VBD
747,dedicated,0.966252571878301,JJ
748,deep,0.3909580531680514,JJ
749,defect,0.48089950707901286,NN
750,definite,0.6663357509939041,NN
751,definitely,3.7209741343027445,RB
752,deflead,0.3510943084392392,JJ
753,defleaing,2.0082808500742955,VBG
754,degree,0.27704295387929906,JJ
755,delicious,1.0119444280837184,JJ
756,delight,1.182081297328518,NN
757,delightful,1.729505404631642,JJ
758,delta,0.8354583255670345,NN
759,demanding,1.206747678566591,VBG
760,demands,0.6371045006884668,NNS
761,demeanor,1.515621228609753,JJ
762,demiting,2.0082808500742955,VBG
763,denise,1.4489256716818397,NN
764,dental,2.6403167106050445,JJ
765,dependent,1.804257626814848,JJ
766,depending,0.48965419967567864,VBG
767,depends,0.49140620152970793,NNS
768,described,0.5517461661735527,VBN
769,describes,0.5471744468893839,JJ
770,description,0.4800100006473607,NN
771,deserve,0.9371972909826467,NN
772,deserves,3.2394827087930764,VBZ
773,deserving,1.1271691308659413,VBG
774,desperate,0.4754860722750629,JJ
775,despite,1.3918893094513907,IN
776,destroy,0.8001349391354748,JJ
777,destructive,1.3677319711442202,NN
778,details,4.7822085564803025,NNS
779,developed,0.3168723492008422,VBD
780,devote,0.4717286071828208,NN
781,devoted,1.309777526744401,VBN
782,dew,1.759981571268065,NN
783,dewormed,3.2090614680065785,VBD
784,deworming,2.324737848337342,VBG
785,dhlppc,0.5107491401019139,NN
786,dhppv,0.30962807323772007,NN
787,diabetes,0.5000786849139973,NNS
788,diagnosed,0.7116192724263509,VBD
789,diamond,1.061079628657163,NN
790,did,5.075674358189683,VBD
791,didn,2.3479323193849364,VB
