39,"A note from Lucy and Rex: My name is Lucy. I am a Cocker Spaniel and this is my miniature Pinscher brother Rex. My foster mom says I am a sweet girl with very nice manners. Rex and I had a nice home but our mama had to go into assisted living and there was no one to take care of us so we are looking for a new home. We really, really love each other so much that we sleep right next to each other and we eat our meals from the same bowl. We want to be adopted together because we don't like being apart. I am blind in one eye, but take drops in both eyes twice a day. My foster mom says it is to help me keep my good eye.
My name is Rex. I am the cute boy on the left. I love my sister Lucy and share everything with her. I have good manners and I am very playful. I will do best in a house without cats because I like to chase them. We like to eat, but our foster mom says we both need to lose weight. That's alright with me as long as I can be with Lucy. Will someone love us?

Lucy and Rex are a bonded senior pair. Rex is 11, Lucy is 8. We know Rex isn't a cocker but who are we to separate best friends? these kiddos are AVAILABLE for adoption.. together!"
40,"This darling 10 year old girl is as sweet as they come. When she first arrived at CSRA, she had to have surgeries to fix her badly infected ears. As a result, she has little to no hearing. She has been recovering really well and is just a lovable angel of a dog."
41,"Brownie & Betty are a bonded pair who have been together for 13 years (!!) They are in such great shape, no one who meets them can believe they're really 13! They are sweethearts who are a joy to be around. We are hoping to place these two outstanding dogs together."
42,Pax is a 5 year old adorable little guy looking for a soft place to land.  Ready to snuggle or take a walk with you he's up for anything. We believe that Pax is a little terrier mix.
43,"We know what you're really thinking is:  Does he bring all the boys to the yard?  Hmmm. Well, that remains to be seen but Milkshake sure is a sweetie.  This little guy came to us with a curious sort of medical condition--a severe headtilt. Multiple vet visits have not revealed the cause, but with daily massage, the head tilt has gotten much less pronounced.  We believe it may be inner ear related. This little guy is adorable and charming and has amazing puppy dog eyes!"
44,"
If you are looking for a constant companion, River could be exactly the dog for you.  He is a sweet boy who loves nothing more than to be with his human. He is easy to please and will nap or get busy with a bone with you nearby. 

He is blind in one eye but that doesnât slow him down at all.
He loves leash walks, toys, playing a little ball, napping in the sun and snuggling. 

He is an older gent and came to us needing to gain a few pounds - and thanks to his great appetite, he has. 
He is crate trained, house trained and loves to go for car rides. 
He is wary of strange dogs but gets along great with his three foster brothers.
He takes daily medication for a heart murmur but his activity is not restricted.
River is in the Austin area"
45,"Dooney is what you might call: A HOOT. This little guy is something else. He's got short little legs but a BIG personality. He's friendly and active, but be ready for LOTS of activity. He's housetrained and crate trained to boot! Dooney is about 2 years old. He is heartworm positive and will be treated at CSRA expense. He is fostering in the Austin area."
46,"My name is Ella, but my foster momma calls me Ella Bella or Miss Ellie? Foster momma is awful nice, I follow her around the house while she does chores and works in the kitchen (I LOVES the kitchen!) but she says Iâm really more smitten with foster dad and grandad. I love curling up in the couch or recliner with them. Foster momma says Iâm an âeasy-peasyâ house guest and she thinks Iâll find the perfect forever home soon! I sure hope so because Iâve got a lot of love left to share??
A gal my age doesnât ask for much. I wonât chew on your shoes, Iâm potty trained as soon as I learn your routine, I love it when kids or grandkids come around, and I donât chase the birds or squirrels. I do need to watch my diet so my skin doesnât get too itchy, and I do have a little hearing loss. My eyes are clear though and my sniffer works overtime finding treats if you have treat toys!! When you come home I will always greet you at the door with a smile! ? Ella is about 9 years old and she is fostering in the San Antonio area."
47,"Young Puck came to CSRA extremely underweight, so he's been working on gaining some weight and getting healthier! THis sweet boy is pretty young, so hopefully he will forget his former life of neglect. So far, he's very playful--housetraining is a bit of a work in progress, but we know he'll get the hang of it!  Puck is about a year old and is fostering in the Austin area."
48,"Maui is a mix of something and a love bug. She might have a minute bit of cocker in her, as her cropped,happy tail tells us. Sheâs the most affectionate girl Iâve ever seen, and sheâll keep you supplied with plenty of kisses. Sheâs also the smartest dog Iâve ever seen. If ever youâve thought of taking a dog
through agility training, Maui is your girl.She is totally house trained, except for the first three days when she was confused, and she learned the
doggy door in minutes. She is spayed and heartworm negative. Sheâs about two years old and loaded with energy. She loves to play, either with another dog or her person. She lives for walks, which she reminds me of daily by tapping the front door. She gets along well with other dogs and she respects the
catâs space. She would do well having a job of herding anything or of keeping squirrels off the premises.But she wants to curl up next to her person at night, and yes, I have spoiled her rotten.She wants so badly to be your best friend, and she follows me from room to room, settling down next to
me, even if itâs for 30 seconds. She has a beautiful bandit face with tan eyebrows and trim, and hercurly, shiny coat is problem free. She doesnât seem to be a shedder. Maui is fostering in the San Antonio area."
49,"Lil Juneau is a wee bit shy, but she sure does love a lap! This little girl is a mix with something else, smallish We are thinking most likely long haired dachsund. She's a quiet lil thing with eyes that speak volumes.  Juneau is only about 15lbs. She's being treated for heartworms (at CSRA expense) and is fostering in the Austin area."
50,"Buddy Boy is quite a looker!  This handsome guy is 11 1/2. His family was unable to continue to care for him, so they entrusted Cocker Rescue to help find him a home where he can live out his retirement.  But don't start thinking this boy is some decrepit little ol' dog. He's got a lot of spark and personality and is entirely delightful to be around! We should all be so lucky to age so well!   Buddy Boy is fostering in the Austin Area."
51,"Beautiful Miss Priss is a little shy when she first meets you. It doesn't take her very long to warm up, but at first she might be a little nervous. In her previous life, she was used for breeding so she REALLY does not like having her stomach touched and can be a little sensitive about it--for that reason, we're going to be extra cautious and say that Priss should go to a home with adults only or older kids only--as kids often like to hug and pick up and that is certainly not something Priss would like at all. Now that's out of the way, the good news is: she is otherwise just an angel and SUPER sweet when she knows you. Such a lovebug!  Priss is about 4-5 years old. She has a heartmurmur that is treated with monthly medications.  Unfortunately, she is also heartworm positive and is being treated at CSRA expense. Priss fosters in the Austin area."
52,"Please read very carefully as we do consider Serena to be ""special needs"" in that she is EXTREMELY shy.  She is not the type of dog to fit into a bustling family life--she needs quiet and understanding with someone very experienced. 

This sweet little girl came to rescue as a stray and is just dying to be loved, but is working on her fear and trust issues. She will do best in a home where her primary caregiver is female, and where there is another dog who can be her companion and show her how to be a dog, and no tiny children. She's quite afraid of men, but loves other dogs. She's timid but we see glimpses of a vivacious and playful personality on those rare occasions when she lets her guard down.  She proceeds with caution - she may run up for a quick hug and moan in delight, and will run away just as quick! Serena prefers to dine alone, away from people, and likes having her own space via a crate, and loves exploring the back yard. She just completed two months of heartworm treatment and feels a lot better. She recently learned to walk on a lease and finds she loves daily walks. This beautiful girl has lots of love to give and will grow in confidence given enough time, patience and love. Serena is fostering in the Austin area.
Small, 19 lbs. Age 2"
53,"Holden came to CSRA with some serious injuries but has made quite a comeback! This sweet little guy is a ""Sprocker"" (springer/cocker mix) and he's around 1-2 years old. He is playful and gets along with all furry friends.  He is house trained. He is great with kids and loves belly rubs. He can be shy at first but it doesnât take him long to warm up if you have a treat in hand. Holden is fostering in the Austin area."
54,"It's Puffin!  This little spaniel mix girlie is shy with new people but soon enough sheâs a cuddler and wants to be petted. Everyone who meets her falls in love with her  gentle and sweet personality, but she also gives some strong puppy eyes!). She prefers a slow pace so short walks, plenty of couch time, and likes to keep herself busy with a chew treat. Puffin doesnât like the company of other dog and would prefer to be the only princess. She is 17lbs and bonus: sheâs potty trained!  Puffin is about a year and a half old. She is fostering in the Austin area."
55,"Rogue is the superhero who can take on anyoneâs powers with just a touch. True to her name, she fits perfectly into any household, quiet single guy or family with really playful kids. She absorbs all her cuddling powers right from the lap of your favorite couch. Watch out!! The moment you put your head on the pillow, Rogue will sneak up and lay her cheeks right on your cheeks. Beware!! She will warm your heart from first contact!! With her beauty and brains, Rogue will make a loving family complete."
56,Elektra is a beautiful girl who loves to get AND give kisses!  She actually does ok with other dogs as long as they recognize that she's the queen.  She's got an adorable snaggletoothed smile as well. Elektra is fostering in the Austin area.
57,Would you take a look at this adorable underbite??  Miley is a hoot. She is about 4 years old and she's very cuddly and active--you wouldn't guess her to be much older than a puppy.  Miley would love a home with adults only or older kids.  She's fostering in the Austin area.
58,"Madden is the perfect gentleman. When he first came to CSRA his ears were SO neglected and infected that he ended up having to undergo major surgery to remove the ear canals to help him live a pain free life. He's all recovered now. He will be deaf for the rest of his life, but he will never have to suffer another excruciating ear infection again!  Madden is about 5 years old and he's just a love. He is fostering in the Austin  area."
59,"Mutley is SUCH a cute little guy!  He loves to be petted and get attention. He's working on expressing himself in appropriate ways and while he does seem to really love attention from kids, we recommend caution with him and small kids. He's 7 but looks (and acts) SO much younger. This lil' guy is very petite.  Mutley is fostering in the Austin area."
60,"Sweet and gentle Thor has stolen all of our hearts with his goodnatured charm. Thor is quiet and  just SO easy to love.  He gets along with everyone!  Thor is about 2 years old and he is heartworm positive, but will be treated at CSRA expense. He is fostering in the Austin area."
61,"Porsche is the kind of easy going dog that fits right in. She is happy go lucky! Sheâs up for going outside to enjoy the sunshine or watch her person do yard work and sheâs fine with staying inside and just hanging out. She would be most comfortable in a home with older children.

 She shows her love and excitement by twirling around like a ballerina!

 She gives kisses upon request,  when asked in Spanish! 

Porsche has a large cataract in her right eye that requires eye drops twice a day. She is currently undergoing heartworm treatment."
62,Heartworm Prevention given on the 7th of each month Love Bug and Cuddle Bug are bonded sisters. They are Chweenies about 2 Â½ years old. These 2 girls are active and get along with other dogs and being outside laying in the sun. Love Bug loves to cuddle. Cuddle Bug gives kisses and cuddles too. These girls are looking for a furever home and adopters that will work with these girls and socialize them with people. Both are sweet and very lovable. They are fully vetted and spayed. Love Bug and Cuddle Bug are doggie door trained and peepad trained when it rains outside. The girls have been in foster care for 8 months and deserve a home of their own. December is adopt a bonded pair month. The Adoption fee is discounted ($350) if both are adopted together. Please take a look at these 2 and others at ctdr.org. 10/25/18 10:58 PM
63,"Heartworm Prevention is given on the 7th of each monthLove Bug and Cuddle Bug are bonded sisters. They are Chweenies about 2 Â½ years old. These 2 girls are active and get along with other dogs and being outside laying in the sun. Love Bug loves to cuddle. Cuddle Bug gives kisses and cuddles too. These girls are looking for a furever home and adopters that will work with these girls and socialize them with people. Both are sweet and very lovable. They are fully vetted and spayed. Love Bug and Cuddle Bug are doggie door trained and peepad trained when it rains outside. The girls have been in foster care for 8 months and deserve a home of their own. December is adopt a bonded pair month. The Adoption fee is discounted ($350) if both are adopted together. Please take a look at these 2 and others at ctdr.org.
10/25/18 10:58 PM"
64,"Heartworm Prevention is given on the 6th of each month

Sheila is my hero. She's absolutely fearless as she makes her way in her darkened world. The first night she was exploring the back yard to make sure there weren't lizards or bunnies invading her territory. She hasn't been exposed to cats but she likes the deer that feed outside the fence, even going up to them and poking her nose through the fence so she can get acquainted. She maneuvers quite well around the house and yard, responding to ""Watch"" when she looks like she is going to hit something and then she changes direction.

She makes her wishes known by coming to me and nuzzling to let me know it's time to go outside. But my favorite is when she does her happy dance at mealtimes. She does a little growl and then she turns round and round on her hind legs, tail going ninety miles an hour (that's unofficial but I have it on good authority). She's easy going about bedtime, she likes the big bed but is perfectly content in her own bed as well. She is happy with other dogs but if they try to get between her and her treats, she lets them know that isn't acceptable, food is very important to Sheila!

I had never thought about dealing with a blind dog and was little apprehensive, but she has taught me that it's really no different from a sighted dog, they all need to be loved and appreciated. If you give Sheila a chance for her forever home, you won't be disappointed. I think she will amaze you the way she has me.

10/25/18 10:58 PM"
65,"Heartworm Prevention is given on the 5th of each monthMr. Biggs is now 9 months old. He's so loving and playful. Biggs is a great cuddler and loves his squeaker toys! He loves everybody from kids to adults. He very much enjoys spending time with his other little friends that are just like him in rehab. He also enjoys going to the park and running around in his chair, I believe that's when he's at his happiest! 10/25/18 10:58 PM"
66,"Heartworm Prevention is given on the 24th of each monthFreckles or 'Mr. F' or 'Freckie' as he is lovingly called is a super sweetheart, a lover to all, and has never met a stranger! This Little Man is a Doxie Ambassador and makes sure everyone who is within sight gets the pleasure of meeting and loving on Mr. F! When coming into rescue, Freckles was extremely underweight, caused by all of his rotten teeth, not allowing him to eat. Thankfully he is heartworm negative, and is otherwise pretty healthy. He has had a dental, which removed all his teeth except his 4 large canines! The bottom canines kind of stick out giving him a 'Boar hog' appearance, which adds to his charm! Once the pain of those nasty teeth were gone, he quickly made up for list time, eating everything he could. He is back at a nice weight of 12 lbs, has gain his muscle tone and energy back, and his Black and Sliver Dapple coat has returned! He is a good looking little man! Even without the majority of his teeth, he can eat just about anything he wants including regular kibble. But I do cut or break up Big Stuff. He LOVES licking and sucking on Rib Bones! He does have a full cataract in 1 eye and has trouble seeing in very low light. A nightlight lets him motor around after dark. If he gets lost or disoriented, he will call out for help. Freckles, being a 'little social Butterfly' loves People, Kids, Cats, other Dogs, Birds and Squirrels! He is a very inquisitive little man, and will follow his Person around to see what they are doing and what he can help with. When we go outside to potty, he checks out everyone and everything. He likes to explore his surroundings and will take you for a walk to see new things and meet new people! His favorite thing in the whole world is his Human Person! His job in life is to keep his Person company and safe. If his person is not with him or he can't find his person, he will stand still, make his 'homing Call', letting his person know they are lost and need to follow 'the Call' to rejoin Freckles and Be safe again! Freckles is an Energetic Senior Citizen at around 13 yrs of age so he does need a few naps a day to keep up his energy. He sleeps soundly in the big bed at night with his blankie pulled over his head. During the day he prefers a lap or any soft place. Freckles was given up to a Dallas/Ft Worth shelter by his previous owners who had him since he was a puppy, because he was old and they wanted a new puppy. Mr. F is a happy, healthy, energetic little man that has been a Faithful Companion to his people all his life, asking only for food, shelter, a soft bed and some love. He deserves to spend his golden years in his own home with loving people to whom he will devote his energy, and love. Flip over to www.ctdr.org and fill out an application to bring Freckles home with you. 10/25/18 10:58 PM"
67,"Heartworm Prevention is given on the 12th of each month

When we first started fostering Romeo, he was very shy and would not respond to being petted; he tried to back away to keep us from touching him. It took almost a month for him to start responding to us--regarding us with leery eyes He has since become a very affectionate dog. After his heart-worm treatment, he has become more energetic and playful. When he is in his comfort zone, he likes to roll over and have his chest rubbed. He eats well and is very happy when he sees his food bowl. He is very inquisitive about things around the house, especially if he thinks it might be something to eat. He likes walking, if the weather is nice--he is not fond of wet, misty weather. He does not lollygag during his walks--he likes to keep moving and investigating the world around him. Because of his thick coat, Romeo needs to brushed, especially the area around his ears and hindquarters. Romeo has large expressive eyes, especially when he wants to stop walking in the wet grass and go inside the house. He has shown no inclination to chew on furniture, shoes, or plastic items. He has shown no interest in balls or toys. He does not jump on people. He has not been exposed to cats or children. Romeo needs to be in a home where there are no other dogs.

10/25/18 10:58 PM"
